,smothness,t_amp,s_amp,v_e,r_v_e,m_e,r_m_e
76,10,5,10,0.0021972656,2.1342075e-06,10.377777,0.03241711
77,10,5,10,0.0014648438,1.364278e-06,18.253494,0.10531318
78,10,5,10,0.0014648438,1.431335e-06,16.028229,0.0710522
79,10,5,10,0.0017089844,1.5578081e-06,6.0131836,0.009891271
80,10,5,10,0.00061035156,5.924532e-07,9.892105,0.04743321
81,10,5,10,0.00061035156,5.846813e-07,29.294678,0.2191222
82,10,5,10,0.0010986328,1.0383233e-06,58.342896,0.110955775
83,10,5,10,0.0012207031,1.1435399e-06,67.75563,0.23493667
84,10,5,10,0.0006713867,6.627618e-07,36.27954,0.12991817
85,10,5,10,0.001159668,1.1422861e-06,26.35315,0.096874095
86,10,5,10,0.0031738281,2.9250355e-06,24.508057,0.14909343
87,10,5,10,0.0008544922,8.472649e-07,34.122833,0.17568636
88,10,5,10,0.0010986328,1.0210417e-06,41.888428,0.31259587
89,10,5,10,0.00048828125,4.5883692e-07,14.199116,0.21120666
90,10,5,10,0.0018920898,1.8769181e-06,23.448792,0.044443298
91,10,5,10,0.0013427734,1.2274393e-06,10.780273,0.046799067
92,10,5,10,0.0008544922,7.713744e-07,24.916351,0.16551566
93,10,5,10,0.00036621094,3.4587057e-07,9.373375,0.21300596
94,10,5,10,0.001953125,1.9533788e-06,6.0287476,0.027122432
95,10,5,10,0.0012207031,1.1505218e-06,11.991028,0.081363045
96,10,5,10,0.0012207031,1.0888926e-06,13.099091,0.033828057
97,10,5,10,0.0008544922,8.213069e-07,19.45404,0.058694437
98,10,5,10,0.0024414062,2.2093272e-06,14.563538,0.016800093
99,10,5,10,0.0013427734,1.3235988e-06,3.861023,0.019769939
100,10,5,15,0.0056152344,5.026077e-06,15.891663,0.04587149
101,10,5,15,0.0028076172,2.7439837e-06,27.359238,0.2550639
102,10,5,15,0.005493164,5.3534286e-06,14.680298,0.034069862
103,10,5,15,0.0034179688,3.2080868e-06,39.62671,0.1339473
104,10,5,15,0.0045166016,4.3061195e-06,11.704765,0.12124978
105,10,5,15,0.005004883,4.6967007e-06,88.08914,0.5747491
106,10,5,15,0.0041503906,4.1381713e-06,4.6251526,0.013637543
107,10,5,15,0.0037841797,3.6642732e-06,43.570282,0.10917538
108,10,5,15,0.004638672,4.390205e-06,16.893547,0.13280165
109,10,5,15,0.0048828125,4.780668e-06,36.779755,0.13063112
110,10,5,15,0.0078125,7.229596e-06,28.009155,0.19160788
111,10,5,15,0.0029907227,2.9264459e-06,17.41803,0.17638916
112,10,5,15,0.00390625,3.611143e-06,20.929749,0.11503659
113,10,5,15,0.003540039,3.4210175e-06,56.475586,0.3486079
114,10,5,15,0.004333496,4.257242e-06,47.437927,0.32419038
115,10,5,15,0.0015869141,1.4888012e-06,57.830982,0.9159248
116,10,5,15,0.005126953,4.7164376e-06,17.02629,0.12991282
117,10,5,15,0.0029296875,2.743431e-06,61.273415,0.60750604
118,10,5,15,0.0064697266,6.1859873e-06,5.6538696,0.015896987
119,10,5,15,0.0045166016,4.1814665e-06,11.043564,0.06336087
120,10,5,15,0.006958008,6.586229e-06,35.179382,0.11638584
121,10,5,15,0.0024414062,2.291031e-06,55.34838,0.36528772
122,10,5,15,0.0041503906,3.8975095e-06,49.15175,0.37535435
123,10,5,15,0.0059814453,5.454715e-06,5.4591675,0.015280448
124,10,5,15,0.0052490234,4.846536e-06,143.57849,0.27911836
125,10,5,15,0.0029296875,2.780224e-06,46.42279,0.37650645
126,10,5,15,0.0041503906,4.033653e-06,5.5626373,0.027194576
127,10,5,15,0.0048828125,4.7099634e-06,27.191635,0.16316389
128,10,5,15,0.004272461,3.9789666e-06,5.4368286,0.020144124
129,10,5,15,0.004760742,4.40088e-06,13.708389,0.08609791
130,10,5,15,0.0056152344,5.27206e-06,30.94345,0.07829726
131,10,5,15,0.0026855469,2.4454307e-06,42.930893,0.2413981
132,10,5,15,0.004272461,3.971542e-06,37.61467,0.2615052
133,10,5,15,0.0026855469,2.6947482e-06,14.364578,0.064034455
134,10,5,15,0.0076904297,6.906717e-06,8.078491,0.016247146
135,10,5,15,0.01574707,1.546152e-05,15.178223,0.035592444
136,10,5,15,0.0018310547,1.7668995e-06,78.533554,0.75842726
137,10,5,15,0.0024414062,2.2497932e-06,18.32492,0.077765614
138,10,5,15,0.0041503906,4.075017e-06,87.49126,0.5054661
139,10,5,15,0.002319336,2.2917368e-06,54.206573,0.22181295
140,10,5,15,0.0045166016,4.3314303e-06,42.309074,0.80514246
141,10,5,15,0.0024414062,2.3664215e-06,27.671112,0.27366352
142,10,5,15,0.0048828125,4.3719983e-06,13.706116,0.02350368
143,10,5,15,0.004638672,4.654876e-06,25.709686,0.08837111
144,10,5,15,0.007080078,6.3186267e-06,26.866943,0.0430047
145,10,5,15,0.00390625,3.7016446e-06,35.129257,0.23025723
146,10,5,15,0.0053710938,4.9900627e-06,37.96483,0.23929729
147,10,5,15,0.0043945312,4.290767e-06,21.645538,0.04686858
148,10,5,15,0.0052490234,4.8292663e-06,13.279419,0.026054023
149,10,5,15,0.0026855469,2.4998694e-06,86.91078,0.41022068
150,10,5,20,0.014892578,1.4210005e-05,12.849365,0.111248896
151,10,5,20,0.0060424805,5.920823e-06,70.68933,0.3593459
152,10,5,20,0.0063476562,6.0270513e-06,12.76976,0.15558009
153,10,5,20,0.008911133,8.006977e-06,13.062256,0.033243243
154,10,5,20,0.006713867,6.1493856e-06,27.948639,0.12282026
155,10,5,20,0.011352539,1.0445962e-05,12.478088,0.044397492
156,10,5,20,0.012573242,1.1318015e-05,132.70944,0.26019484
157,10,5,20,0.0063476562,5.9030126e-06,13.002686,0.052981302
158,10,5,20,0.0063476562,5.6845047e-06,69.215454,0.16316341
159,10,5,20,0.019958496,2.0222518e-05,21.115173,0.06776303
160,10,5,20,0.015380859,1.5198682e-05,46.306534,0.31017712
161,10,5,20,0.008544922,8.206348e-06,48.663574,0.5530875
162,10,5,20,0.010253906,9.5256055e-06,87.91641,0.4553711
163,10,5,20,0.020507812,1.9109384e-05,44.703217,0.15183128
164,10,5,20,0.010375977,9.921812e-06,92.0892,0.4025526
165,10,5,20,0.012451172,1.1502927e-05,50.10852,0.073118314
166,10,5,20,0.01739502,1.7490147e-05,50.094055,0.15173209
167,10,5,20,0.010864258,1.0461109e-05,59.277313,0.18473366
168,10,5,20,0.0178833,1.7743765e-05,112.46954,0.30224615
169,10,5,20,0.013427734,1.2059963e-05,60.095825,0.15383404
170,10,5,20,0.0078125,7.4487166e-06,80.01553,0.3138815
171,10,5,20,0.016235352,1.6125578e-05,126.3273,0.45157906
172,10,5,20,0.004638672,4.2879133e-06,25.04663,0.09086302
173,10,5,20,0.006225586,5.9179056e-06,45.165802,0.2291613
174,10,5,20,0.009094238,9.106073e-06,56.974487,0.07755581
175,10,5,20,0.025390625,2.3630919e-05,25.793396,0.027965693
176,10,5,20,0.016235352,1.5832687e-05,37.44461,0.14884666
177,10,5,20,0.0115356445,1.1709048e-05,63.733215,0.20363714
178,10,5,20,0.010009766,8.865709e-06,68.665405,0.1271015
179,10,5,20,0.012451172,1.1538313e-05,113.79892,0.32257438
180,10,5,20,0.017456055,1.5837815e-05,149.22665,0.48849332
181,10,5,20,0.0063476562,5.7430607e-06,10.805115,0.028449247
182,10,5,20,0.0053710938,5.255908e-06,44.46663,0.2077458
183,10,5,20,0.008300781,7.841334e-06,54.643005,0.14760108
184,10,5,20,0.01928711,1.8559966e-05,29.598053,0.10731804
185,10,5,20,0.012084961,1.1741689e-05,101.38867,0.15182766
186,10,5,20,0.017333984,1.651346e-05,85.221436,0.31030077
187,10,5,20,0.018676758,1.8741353e-05,119.43552,0.68699646
188,10,5,20,0.018798828,1.7600696e-05,114.359314,0.110904075
189,10,5,20,0.0087890625,8.047024e-06,94.54245,0.19106556
190,10,5,20,0.007080078,6.9011667e-06,64.05369,0.53684425
191,10,5,20,0.016662598,1.6489801e-05,21.089905,0.15757436
192,10,5,20,0.010803223,1.0692614e-05,91.07135,0.2011182
193,10,5,20,0.014343262,1.4877213e-05,105.494934,0.2636911
194,10,5,20,0.008178711,7.162302e-06,93.03888,0.1790967
195,10,5,20,0.01550293,1.4373459e-05,21.527283,0.06754735
196,10,5,20,0.028442383,2.7461329e-05,13.825073,0.022614632
197,10,5,20,0.012207031,1.1452123e-05,8.101746,0.01321156
198,10,5,20,0.005859375,5.3580397e-06,61.836685,0.26345527
199,10,5,20,0.013549805,1.3154966e-05,42.408127,0.3151944
200,10,10,5,0.00036621094,3.6531623e-07,101.94171,0.17556283
201,10,10,5,0.00048828125,4.4372246e-07,22.140594,0.06424376
202,10,10,5,0.0,0.0,39.32782,0.08833757
203,10,10,5,0.00036621094,3.2096563e-07,124.656494,0.06896683
204,10,10,5,0.00048828125,4.311208e-07,118.14331,0.13276818
205,10,10,5,0.00030517578,3.1774016e-07,7.6019897,0.012744894
206,10,10,5,0.00036621094,3.35796e-07,12.349609,0.014931528
207,10,10,5,0.0010375977,1.1695687e-06,49.65625,0.032846473
208,10,10,5,0.00024414062,2.093797e-07,147.71136,0.16445197
209,10,10,5,0.0,0.0,22.694794,0.18481487
210,10,10,5,0.00036621094,3.2835456e-07,80.497925,0.09402522
211,10,10,5,0.00048828125,4.6662944e-07,54.474823,0.14996696
212,10,10,5,0.0007324219,6.0927755e-07,32.8042,0.019155657
213,10,10,5,-0.00012207031,-1.11198204e-07,3.1938782,0.009271715
214,10,10,5,0.00036621094,3.4032627e-07,59.36548,0.07442483
215,10,10,5,0.00048828125,4.3312244e-07,18.717651,0.009732952
216,10,10,5,0.00061035156,5.2032567e-07,31.286377,0.021120554
217,10,10,5,0.00036621094,3.6845898e-07,47.005737,0.05085939
218,10,10,5,0.0014648438,1.3577379e-06,92.25171,0.057892952
219,10,10,5,0.0007324219,6.43925e-07,59.23889,0.03206209
220,10,10,5,0.00061035156,5.3791786e-07,31.301697,0.05239936
221,10,10,5,0.00024414062,2.415668e-07,19.458344,0.05509805
222,10,10,5,0.00048828125,4.4604047e-07,34.19232,0.062179647
223,10,10,5,0.0008544922,9.502572e-07,3.0234375,0.0013651937
224,10,10,5,0.00036621094,3.2921372e-07,50.46216,0.04253276
225,10,10,5,0.00024414062,2.2428328e-07,36.70746,0.28202653
226,10,10,5,0.00061035156,5.9466277e-07,27.834198,0.08829198
227,10,10,5,0.00018310547,1.8044875e-07,37.74034,0.13257155
228,10,10,5,0.00024414062,2.4667213e-07,44.19095,0.10512227
229,10,10,5,0.00012207031,1.0948997e-07,121.138245,0.18422507
230,10,10,5,0.0004272461,4.1761416e-07,7.1690063,0.01627273
231,10,10,5,0.00012207031,1.1361531e-07,53.991707,0.5734281
232,10,10,5,0.0008544922,8.658217e-07,8.111694,0.0048127216
233,10,10,5,0.0010986328,1.1114436e-06,185.53754,0.15571442
234,10,10,5,0.0013427734,1.3775028e-06,30.168213,0.010182213
235,10,10,5,0.0008544922,7.767334e-07,43.789307,0.011125062
236,10,10,5,0.00036621094,3.789254e-07,9.2854,0.008864902
237,10,10,5,0.00018310547,2.034715e-07,52.27124,0.038790565
238,10,10,5,0.00024414062,2.2480367e-07,14.686249,0.07469006
239,10,10,5,0.00048828125,4.522555e-07,144.86084,0.096269794
240,10,10,5,0.0008544922,8.9049047e-07,29.108154,0.012797126
241,10,10,5,0.0012207031,1.0625787e-06,164.9917,0.078582704
242,10,10,5,0.00036621094,3.3668968e-07,19.505829,0.07855391
243,10,10,5,0.00048828125,4.1842335e-07,49.68921,0.04804961
244,10,10,5,0.00061035156,5.773814e-07,148.51245,0.22110647
245,10,10,5,0.00024414062,2.2620465e-07,4.296112,0.019073818
246,10,10,5,0.0007324219,6.896661e-07,35.592773,0.026638458
247,10,10,5,0.00024414062,2.3986894e-07,46.615692,0.2483016
248,10,10,5,0.00024414062,2.3508052e-07,20.13684,0.027480159
249,10,10,5,0.0013427734,1.2936225e-06,130.31079,0.09710614
250,10,10,10,0.0025634766,2.378079e-06,27.331787,0.010232686
251,10,10,10,0.0057373047,5.4346287e-06,104.08911,0.040575348
252,10,10,10,0.00079345703,7.929149e-07,27.86995,0.13534474
253,10,10,10,0.0029296875,2.7737435e-06,32.339478,0.033499196
254,10,10,10,0.0021972656,2.1102194e-06,42.89392,0.10226697
255,10,10,10,0.0026855469,2.2378242e-06,103.00366,0.08732237
256,10,10,10,0.0009765625,9.1422805e-07,81.526,0.18170804
257,10,10,10,0.003479004,3.837687e-06,57.203125,0.025564058
258,10,10,10,0.0053710938,5.0941385e-06,45.172485,0.023320623
259,10,10,10,0.0026855469,2.401625e-06,34.124146,0.018829964
260,10,10,10,0.0015869141,1.6510114e-06,52.23633,0.04683617
261,10,10,10,0.001953125,1.9351612e-06,30.39862,0.05452307
262,10,10,10,0.004638672,4.1731278e-06,5.1158447,0.0038795443
263,10,10,10,0.0021972656,1.8905312e-06,159.30176,0.19192421
264,10,10,10,0.0014648438,1.4190033e-06,41.483917,0.110892564
265,10,10,10,0.001159668,1.2240678e-06,37.35486,0.057955917
266,10,10,10,0.0013427734,1.3505588e-06,187.80713,0.63636196
267,10,10,10,0.0013427734,1.2256424e-06,42.223145,0.17520617
268,10,10,10,0.001953125,1.9876522e-06,87.27789,0.12698707
269,10,10,10,0.0020751953,1.6924574e-06,99.78076,0.039279964
270,10,10,10,0.0024414062,2.3038974e-06,26.512207,0.020889299
271,10,10,10,0.0010986328,1.0426504e-06,16.141785,0.028255474
272,10,10,10,0.0009765625,9.194318e-07,42.12961,0.40477648
273,10,10,10,0.0037841797,3.464886e-06,49.829834,0.03723378
274,10,10,10,0.0020751953,1.8256075e-06,95.09741,0.08869196
275,10,10,10,0.0036010742,3.6657282e-06,199.54126,0.14245927
276,10,10,10,0.004638672,4.299693e-06,69.55145,0.09699982
277,10,10,10,0.0010986328,1.1174495e-06,72.181335,0.14014679
278,10,10,10,0.0013427734,1.4236044e-06,24.12793,0.028649395
279,10,10,10,0.0032958984,2.7599515e-06,20.826904,0.014168141
280,10,10,10,0.0014648438,1.389697e-06,98.7955,0.24847801
281,10,10,10,0.0029296875,2.4291103e-06,74.166504,0.023434946
282,10,10,10,0.0017089844,1.5175161e-06,54.5466,0.10744045
283,10,10,10,0.0012207031,1.148507e-06,34.643326,0.2321957
284,10,10,10,0.0036010742,3.6355439e-06,215.3067,0.1848295
285,10,10,10,0.0014648438,1.3889616e-06,59.90387,0.16917937
286,10,10,10,0.0014648438,1.3450056e-06,48.999725,0.14267373
287,10,10,10,0.0021362305,2.1399505e-06,113.7652,0.13462846
288,10,10,10,0.0029296875,3.0249284e-06,57.837402,0.044394895
289,10,10,10,0.0018310547,1.6213664e-06,160.27551,0.14447078
290,10,10,10,0.0022583008,2.4707194e-06,56.65271,0.057372015
291,10,10,10,0.00061035156,5.5950466e-07,6.6434784,0.04743269
292,10,10,10,0.00390625,3.8945764e-06,26.296387,0.016769014
293,10,10,10,0.0012207031,1.1682715e-06,30.260387,0.4294774
294,10,10,10,0.0013427734,1.3231243e-06,115.94025,0.21612228
295,10,10,10,0.0012207031,1.0812221e-06,12.219238,0.021947708
296,10,10,10,0.0036621094,3.5767587e-06,59.019775,0.11019953
297,10,10,10,0.0028076172,2.3841428e-06,25.607056,0.01632358
298,10,10,10,0.0021972656,2.097114e-06,38.03232,0.11475213
299,10,10,10,0.0032958984,2.7716114e-06,209.50049,0.09529884
300,10,10,15,0.0029296875,2.6776615e-06,89.62851,0.46817502
301,10,10,15,0.0063476562,5.7846382e-06,98.07648,0.15712115
302,10,10,15,0.0048828125,4.8540933e-06,156.7016,0.3375084
303,10,10,15,0.0031738281,2.8991674e-06,73.31879,0.12640268
304,10,10,15,0.0043945312,4.5349702e-06,117.440186,0.14264554
305,10,10,15,0.0087890625,8.145885e-06,67.94104,0.09395969
306,10,10,15,0.0068359375,6.5579147e-06,110.978455,0.12432747
307,10,10,15,0.0063476562,6.588657e-06,80.47229,0.09097271
308,10,10,15,0.018676758,1.6012478e-05,227.53467,0.09835408
309,10,10,15,0.005493164,5.003886e-06,236.14453,0.21526508
310,10,10,15,0.006713867,6.3636467e-06,32.53473,0.05411065
311,10,10,15,0.0033569336,3.3992467e-06,147.28381,0.20769882
312,10,10,15,0.0075683594,6.5795493e-06,32.940063,0.034681965
313,10,10,15,0.0048828125,4.6891582e-06,21.24353,0.040651068
314,10,10,15,0.0045166016,4.3365103e-06,13.475708,0.014662051
315,10,10,15,0.010253906,8.769212e-06,41.44629,0.018773979
316,10,10,15,0.0073242188,6.460893e-06,244.27985,0.2702058
317,10,10,15,0.00390625,3.878366e-06,13.6427,0.012993575
318,10,10,15,0.0024414062,2.3460818e-06,155.24121,0.4478239
319,10,10,15,0.0063476562,5.987074e-06,76.18005,0.08145981
320,10,10,15,0.007080078,6.632686e-06,257.60638,0.42294297
321,10,10,15,0.0087890625,8.208565e-06,86.65839,0.13551079
322,10,10,15,0.0038452148,3.877174e-06,73.692505,0.1790654
323,10,10,15,0.0063476562,6.315202e-06,51.308105,0.100323185
324,10,10,15,0.0043945312,3.859611e-06,30.332275,0.06604345
325,10,10,15,0.0030517578,2.9989274e-06,42.325684,0.06103007
326,10,10,15,0.0053710938,4.768039e-06,325.2972,0.7022909
327,10,10,15,0.011108398,1.077914e-05,22.717651,0.020992178
328,10,10,15,0.0030517578,2.9450098e-06,84.8938,0.12466509
329,10,10,15,0.0048828125,4.1843296e-06,21.698181,0.023876237
330,10,10,15,0.008239746,8.460189e-06,162.88348,0.18742807
331,10,10,15,0.0051879883,5.07409e-06,3.689209,0.004254774
332,10,10,15,0.0037841797,3.5423516e-06,22.223969,0.04519082
333,10,10,15,0.002319336,2.1642193e-06,45.504456,0.16548572
334,10,10,15,0.018432617,1.6509013e-05,132.97961,0.1364698
335,10,10,15,0.0107421875,1.0453268e-05,48.457153,0.03521776
336,10,10,15,0.011230469,1.1229912e-05,28.19873,0.018851561
337,10,10,15,0.008850098,9.860627e-06,13.137939,0.009293371
338,10,10,15,0.005004883,4.5805823e-06,6.437561,0.0069467267
339,10,10,15,0.004638672,4.1533585e-06,148.63702,0.21912107
340,10,10,15,0.0072021484,6.822683e-06,20.229797,0.027168147
341,10,10,15,0.008544922,7.818325e-06,147.04443,0.23051485
342,10,10,15,0.006225586,5.9203567e-06,48.68701,0.042619802
343,10,10,15,0.008605957,9.266545e-06,47.788574,0.0452004
344,10,10,15,0.0061035156,5.7182815e-06,41.675537,0.0387159
345,10,10,15,0.012817383,1.334666e-05,90.53027,0.1250839
346,10,10,15,0.007385254,7.827502e-06,14.052856,0.013361045
347,10,10,15,0.01159668,1.0740913e-05,73.10156,0.051717274
348,10,10,15,0.008544922,8.089306e-06,153.85577,0.2382768
349,10,10,15,0.010375977,9.9092595e-06,67.92651,0.04908566
350,10,10,20,0.009765625,8.690044e-06,134.85864,0.12710267
351,10,10,20,0.017578125,1.7011742e-05,120.74817,0.10393408
352,10,10,20,0.008911133,8.382767e-06,98.01776,0.42854345
353,10,10,20,0.011657715,1.1435098e-05,129.99042,0.16168565
354,10,10,20,0.017700195,1.7461674e-05,77.86963,0.16945332
355,10,10,20,0.022155762,2.3172901e-05,58.732788,0.05797071
356,10,10,20,0.012207031,1.0974868e-05,210.1607,0.3224584
357,10,10,20,0.009399414,9.9231365e-06,323.26068,0.47320384
358,10,10,20,0.014282227,1.3261763e-05,100.445435,0.19028746
359,10,10,20,0.014404297,1.304918e-05,35.708008,0.017009387
360,10,10,20,0.020019531,1.6261685e-05,39.82715,0.014693919
361,10,10,20,0.008544922,7.969871e-06,257.67383,0.6385132
362,10,10,20,0.016662598,1.6730932e-05,354.8791,0.42452338
363,10,10,20,0.016113281,1.4193381e-05,90.31207,0.17419575
364,10,10,20,0.025024414,2.4009445e-05,44.24756,0.027770853
365,10,10,20,0.0087890625,8.124276e-06,181.56789,0.8173228
366,10,10,20,0.022094727,2.0037629e-05,72.29541,0.04213162
367,10,10,20,0.0073242188,7.0448764e-06,67.3414,0.3180389
368,10,10,20,0.017211914,1.6945405e-05,99.68823,0.0693979
369,10,10,20,0.018554688,1.6349737e-05,49.906982,0.047761247
370,10,10,20,0.012451172,1.2778099e-05,131.97217,0.18605804
371,10,10,20,0.009033203,8.804023e-06,16.854233,0.062965594
372,10,10,20,0.012878418,1.271882e-05,31.29248,0.0646781
373,10,10,20,0.010681152,1.07430205e-05,52.586548,0.0691345
374,10,10,20,0.026306152,2.6682274e-05,44.678955,0.060785457
375,10,10,20,0.014404297,1.3777475e-05,99.90057,0.11281631
376,10,10,20,0.011291504,1.1379868e-05,195.58124,0.55410784
377,10,10,20,0.009399414,9.015335e-06,190.20308,0.51625437
378,10,10,20,0.013305664,1.2424643e-05,30.985413,0.049627088
379,10,10,20,0.028747559,2.9710447e-05,108.00293,0.07134016
380,10,10,20,0.008666992,8.419997e-06,155.61212,0.46116167
381,10,10,20,0.01361084,1.3673427e-05,24.552795,0.08997194
382,10,10,20,0.016113281,1.4783433e-05,235.3075,0.33133823
383,10,10,20,0.012268066,1.2811195e-05,8.041992,0.013408199
384,10,10,20,0.016113281,1.4592394e-05,60.30417,0.1417036
385,10,10,20,0.025390625,2.355115e-05,124.012085,0.08205685
386,10,10,20,0.022094727,1.9575771e-05,45.916748,0.016600695
387,10,10,20,0.024047852,2.150208e-05,83.01489,0.055743884
388,10,10,20,0.017456055,1.7964125e-05,34.874695,0.07855925
389,10,10,20,0.033569336,2.9874745e-05,104.78003,0.047918182
390,10,10,20,0.02758789,2.5463825e-05,46.85791,0.03829152
391,10,10,20,0.029907227,2.819119e-05,149.0758,0.09315145
392,10,10,20,0.014892578,1.3024855e-05,95.51587,0.038700733
393,10,10,20,0.011291504,1.1880743e-05,66.992065,0.092074946
394,10,10,20,0.01763916,1.8143704e-05,10.371643,0.015371084
395,10,10,20,0.034484863,3.7443744e-05,82.888916,0.1009336
396,10,10,20,0.03503418,3.3378386e-05,98.87305,0.06776302
397,10,10,20,0.020263672,1.9487647e-05,283.49255,0.2267247
398,10,10,20,0.01184082,1.27473595e-05,77.45093,0.079997756
399,10,10,20,0.010375977,1.0090316e-05,123.42291,0.2171871
400,10,15,5,0.002319336,2.1230012e-06,122.98193,0.03213014
401,10,15,5,0.00061035156,5.33583e-07,184.10791,0.14278609
402,10,15,5,0.0010986328,1.0386681e-06,132.81909,0.074164726
403,10,15,5,0.0012817383,1.2635825e-06,213.11621,0.09258563
404,10,15,5,0.0029296875,2.4542637e-06,167.0929,0.0767467
