,v_e,r_v_e,m_e,r_m_e,t_sigma,s_sigma
45,1.0853271,0.00013864425,2646.4167,1.1557364,10,0.1
46,0.20593262,3.3242235e-05,1959.8298,1.1613626,10,0.1
47,0.91345215,0.00013679112,1741.6312,0.86178,10,0.1
48,0.47351074,8.53596e-05,3400.546,1.7115341,10,0.1
49,0.58203125,8.419477e-05,2833.8655,1.2505494,10,0.1
0,7.1115723,0.0011740433,8436.852,3.4399807,10,1.0
1,3.41687,0.00042639842,3853.8433,1.4996232,10,1.0
2,6.463623,0.0010274092,6307.891,2.698783,10,1.0
3,1.9081421,0.0003465198,2858.6597,1.2826248,10,1.0
4,9.4122925,0.0018142498,3755.165,1.7008002,10,1.0
5,7.194092,0.001003864,5639.6787,2.260729,10,1.0
6,2.2698364,0.00039211274,3674.667,1.9095852,10,1.0
7,1.1774292,0.00021188102,2427.7268,1.0695673,10,1.0
8,13.382202,0.0026171636,3877.187,1.9225266,10,1.0
9,2.831421,0.00043546263,5342.865,2.3915255,10,1.0
10,3.2539673,0.000610909,3742.831,1.7110016,10,1.0
11,0.6062012,0.000109847446,2744.9692,1.5257983,10,1.0
12,3.1333008,0.0004757067,4939.4385,2.179285,10,1.0
13,2.859497,0.00043445913,5144.552,2.2852585,10,1.0
14,4.7907715,0.0008102909,4387.0063,1.9399672,10,1.0
15,1.1541748,0.00015491912,2664.754,1.1478201,10,1.0
16,0.9592285,0.0001267549,2284.593,0.9846873,10,1.0
17,3.69458,0.0005100765,6163.1133,2.5198874,10,1.0
18,17.766602,0.0032905336,5129.676,2.237611,10,1.0
19,1.8155518,0.00025480884,1987.0417,0.9572093,10,1.0
20,2.897522,0.000498127,5428.1323,2.099765,10,1.0
21,8.701904,0.0014172109,8595.703,3.3400886,10,1.0
22,11.971924,0.001760749,5534.8223,2.395092,10,1.0
23,5.9506836,0.0009432843,8051.4814,3.0004175,10,1.0
24,1.0617676,0.00015189656,2035.3689,0.897996,10,1.0
25,1.1477661,0.00021065188,3025.2002,1.3081403,10,1.0
26,0.54125977,8.514493e-05,3086.401,1.743759,10,1.0
27,2.80188,0.00054248725,4599.6396,1.7734833,10,1.0
28,23.380066,0.004714979,5157.156,1.9607671,10,1.0
29,1.7747803,0.0002896094,4598.9536,1.7941746,10,1.0
30,10.68689,0.001881901,4780.529,2.1633973,10,1.0
31,0.8989258,0.00016093605,2375.062,1.2806311,10,1.0
32,0.501709,8.727937e-05,1511.9579,0.7205209,10,1.0
33,2.5488281,0.00037425972,2669.2808,1.310397,10,1.0
34,1.3237915,0.00023753277,2476.9224,1.1887298,10,1.0
35,1.2746582,0.00018155482,1640.3331,0.74012685,10,1.0
36,1.0351562,0.00016691581,2822.7644,1.1725329,10,1.0
37,4.0113525,0.0007074403,5213.407,2.3791895,10,1.0
38,1.1636963,0.00016713551,4193.725,1.7884684,10,1.0
39,1.4836426,0.0002797167,2875.2532,1.3782666,10,1.0
40,1.0102539,0.00017396767,2769.6396,1.3437288,10,1.0
41,4.0620117,0.0006376323,6041.5957,2.6661627,10,1.0
42,2.0795898,0.00034882245,4714.3213,2.1897953,10,1.0
43,1.4390869,0.00023145058,4035.552,1.7026526,10,1.0
44,1.6418457,0.00022642083,4021.131,1.8497494,10,1.0
45,1.7840576,0.000227903,2857.8896,1.2152002,10,1.0
46,0.28186035,4.549871e-05,2056.2283,1.1649054,10,1.0
47,1.3514404,0.00020238064,1600.6322,0.78095746,10,1.0
48,0.7722168,0.00013920723,2613.2878,1.2589095,10,1.0
49,1.0712891,0.00015496924,2743.754,1.1806225,10,1.0
0,9.339478,0.0015418463,9152.264,3.7301834,10,10.0
1,3.2487793,0.000405422,3881.5605,1.50997,10,10.0
2,7.3114014,0.0011621657,6369.952,2.7240973,10,10.0
3,1.9644165,0.00035673927,2829.791,1.2688181,10,10.0
4,9.664429,0.0018628498,4720.267,2.136976,10,10.0
5,7.13208,0.0009952108,5643.871,2.2616487,10,10.0
6,2.375122,0.00041030077,3605.3345,1.8721837,10,10.0
7,1.2666626,0.00022793877,2419.9531,1.0656959,10,10.0
8,10.605347,0.0020740926,5027.968,2.4915528,10,10.0
9,2.8984375,0.00044576955,5341.907,2.388593,10,10.0
10,3.6661987,0.0006883025,3955.2473,1.8066108,10,10.0
11,0.61517334,0.00011147326,2726.358,1.5136199,10,10.0
12,3.2011719,0.0004860111,4911.047,2.165175,10,10.0
13,2.9161377,0.00044306484,5138.6914,2.281507,10,10.0
14,6.3536377,0.0010746275,4690.676,2.072261,10,10.0
15,1.185669,0.00015914642,2668.4316,1.1482508,10,10.0
16,0.98535156,0.00013020686,2288.6147,0.98525655,10,10.0
17,3.69458,0.0005100765,6184.579,2.5280147,10,10.0
18,14.303162,0.0026490735,6231.8965,2.715652,10,10.0
19,1.8482666,0.00025940032,1983.6584,0.9548588,10,10.0
20,2.3996582,0.00041253687,4923.2607,1.9032178,10,10.0
21,8.182251,0.0013325791,8391.371,3.2595491,10,10.0
22,12.278687,0.0018058657,5524.456,2.3898418,10,10.0
23,6.4576416,0.0010236457,7849.0176,2.923268,10,10.0
24,1.09021,0.00015596552,2029.5056,0.89492154,10,10.0
25,1.1713257,0.00021497581,2922.8967,1.2633911,10,10.0
26,0.5571289,8.764128e-05,3082.3904,1.740394,10,10.0
27,5.1815186,0.0010032221,5687.6445,2.1913772,10,10.0
28,17.562256,0.0035417208,6760.3037,2.5699096,10,10.0
29,1.8156738,0.0002962824,4567.2197,1.7812203,10,10.0
30,10.5224,0.0018529352,5862.0317,2.6514738,10,10.0
31,0.9260864,0.00016579866,2371.8955,1.2784826,10,10.0
32,0.50994873,8.871279e-05,1514.1987,0.7209049,10,10.0
33,2.604248,0.00038239735,2669.6804,1.3096497,10,10.0
34,1.3256226,0.00023786133,2461.4229,1.180318,10,10.0
35,1.2896729,0.00018369341,1645.9343,0.74220204,10,10.0
36,1.0786133,0.00017392312,2807.2412,1.1658438,10,10.0
37,4.7078857,0.0008302806,5708.343,2.6043868,10,10.0
38,1.1981201,0.00017207963,4205.542,1.7923739,10,10.0
39,1.5074463,0.00028420452,2891.0618,1.3849365,10,10.0
40,1.0244751,0.00017641658,2783.4004,1.3489558,10,10.0
41,5.0202637,0.0007880535,6262.0723,2.761498,10,10.0
42,1.7336426,0.00029079456,4597.8447,2.1349077,10,10.0
43,1.4765625,0.00023747784,4037.6885,1.702511,10,10.0
44,1.6469727,0.00022712786,4035.997,1.85551,10,10.0
45,1.7852783,0.00022805894,2856.9102,1.2139914,10,10.0
46,0.28735352,4.6385434e-05,2058.2458,1.1648542,10,10.0
47,1.3701172,0.00020517752,1598.2252,0.77957064,10,10.0
48,0.7889404,0.000142222,2602.8906,1.252354,10,10.0
49,1.1077881,0.00016024907,2745.5637,1.1807152,10,10.0
0,9.287964,0.001533342,9160.772,3.7336364,10,100.0
1,3.2460938,0.00040508687,3881.849,1.510078,10,100.0
2,7.284546,0.001157897,6370.563,2.7243462,10,100.0
3,1.963562,0.0003565841,2829.6592,1.2687504,10,100.0
4,9.508179,0.0018327321,4733.743,2.1430674,10,100.0
5,7.1325684,0.000995279,5643.913,2.261658,10,100.0
6,2.3756104,0.0004103851,3604.775,1.8718792,10,100.0
7,1.2670898,0.00022801566,2419.8945,1.0656655,10,100.0
8,10.099976,0.001975257,5085.179,2.5198872,10,100.0
9,2.8979492,0.00044569446,5341.8794,2.3885546,10,100.0
10,3.624878,0.0006805448,3959.427,1.8085046,10,100.0
11,0.6148071,0.000111406895,2726.1216,1.5134699,10,100.0
12,3.2026367,0.00048623348,4910.7676,2.165036,10,100.0
13,2.916504,0.0004431205,5138.63,2.2814682,10,100.0
14,6.2908936,0.0010640152,4699.626,2.0761948,10,100.0
15,1.1860352,0.00015919557,2668.4697,1.1482553,10,100.0
16,0.98583984,0.00013027138,2288.657,0.9852628,10,100.0
17,3.6949463,0.0005101271,6184.7944,2.5280964,10,100.0
18,13.181152,0.0024412673,6283.958,2.7383106,10,100.0
19,1.8487549,0.00025946883,1983.6235,0.95483464,10,100.0
20,2.395691,0.00041185482,4919.3384,1.9016888,10,100.0
21,8.174805,0.0013313662,8388.11,3.258271,10,100.0
22,12.28125,0.0018062426,5524.3467,2.3897867,10,100.0
23,6.416504,0.0010171247,7851.306,2.9241028,10,100.0
24,1.0913086,0.0001561227,2029.4397,0.8948876,10,100.0
25,1.1723022,0.00021515504,2922.2324,1.263099,10,100.0
26,0.5563965,8.752607e-05,3082.3503,1.7403605,10,100.0
27,5.0786743,0.0009833098,5733.4307,2.2090013,10,100.0
28,16.169067,0.0032607613,6928.7104,2.633925,10,100.0
29,1.8170166,0.00029650153,4566.873,1.7810795,10,100.0
30,10.235718,0.0018024521,5883.4434,2.6611445,10,100.0
31,0.92626953,0.00016583144,2371.8696,1.2784642,10,100.0
32,0.5098877,8.870217e-05,1514.2212,0.7209085,10,100.0
33,2.6052246,0.00038254075,2669.6843,1.309642,10,100.0
34,1.3258667,0.00023790513,2461.1177,1.180162,10,100.0
35,1.289917,0.00018372819,1645.9875,0.74222153,10,100.0
36,1.0794678,0.0001740609,2807.0923,1.1657797,10,100.0
37,4.650635,0.00082018384,5722.5977,2.6108837,10,100.0
38,1.1986084,0.00017214975,4205.662,1.7924136,10,100.0
39,1.508667,0.00028443465,2891.241,1.385013,10,100.0
40,1.0252075,0.0001765427,2783.5254,1.3490014,10,100.0
41,4.993164,0.00078379957,6267.143,2.7637143,10,100.0
42,1.7307129,0.00029030314,4595.794,2.1339476,10,100.0
43,1.4777832,0.00023767416,4037.7146,1.7025113,10,100.0
44,1.6477051,0.00022722887,4036.148,1.8555682,10,100.0
45,1.7852783,0.00022805894,2856.9006,1.2139792,10,100.0
46,0.28796387,4.6483958e-05,2058.2617,1.164851,10,100.0
47,1.3704834,0.00020523237,1598.1945,0.7795535,10,100.0
48,0.788147,0.00014207895,2602.8042,1.2522966,10,100.0
49,1.1090088,0.00016042565,2745.5818,1.180716,10,100.0
0,31.335083,0.0051730815,1654.8608,0.24230747,50,0.1
1,0.5578613,6.961669e-05,565.624,0.08632929,50,0.1
2,1.4262695,0.00022670913,2261.7168,0.3647375,50,0.1
3,0.546875,9.931284e-05,1705.8716,0.40180033,50,0.1
4,26.567505,0.005120972,1872.3774,0.38979545,50,0.1
5,1.5800781,0.0002204842,1911.2554,0.29907116,50,0.1
6,0.9209595,0.00015909514,1380.2422,0.51034194,50,0.1
7,0.5007324,9.0107926e-05,1900.9712,0.41424236,50,0.1
8,33.892334,0.00662834,2670.5012,0.73693794,50,0.1
9,0.31860352,4.9000104e-05,2513.516,0.4636194,50,0.1
10,7.11084,0.0013350092,2085.8652,0.50139505,50,0.1
11,0.3984375,7.2199364e-05,791.1233,0.42693403,50,0.1
12,0.5205078,7.902499e-05,1455.1572,0.31167784,50,0.1
13,1.0393066,0.00015790758,1704.7461,0.40862867,50,0.1
14,23.97113,0.004054376,1994.1914,0.362672,50,0.1
15,0.51953125,6.973409e-05,1282.8921,0.27346727,50,0.1
16,0.39001465,5.1537525e-05,599.3213,0.14582962,50,0.1
17,0.92944336,0.00012831965,948.6211,0.17873515,50,0.1
18,42.687866,0.007906175,2380.0374,0.5788083,50,0.1
19,0.7475586,0.00010491827,1126.4094,0.41467917,50,0.1
20,0.86724854,0.0001490929,2383.2173,0.33919588,50,0.1
21,2.53833,0.0004133979,2358.9956,0.33064774,50,0.1
22,2.2702637,0.00033389492,2224.2593,0.4390489,50,0.1
23,1.1875,0.0001882389,2776.044,0.3778228,50,0.1
24,0.43078613,6.16283e-05,1221.7288,0.38729772,50,0.1
25,0.32086182,5.888843e-05,1951.3105,0.47888547,50,0.1
26,0.29882812,4.7008296e-05,921.5554,0.40256527,50,0.1
27,36.368896,0.0070415805,3297.2695,0.52296597,50,0.1
28,53.997192,0.010889431,2564.3271,0.35964578,50,0.1
29,0.513916,8.386103e-05,2898.9902,0.40745014,50,0.1
30,44.549683,0.007844947,2304.6348,0.561698,50,0.1
31,0.3840332,6.8754045e-05,850.50867,0.47041422,50,0.1
32,0.21984863,3.8245777e-05,1092.1768,0.5066051,50,0.1
33,0.43725586,6.42049e-05,1135.2607,0.42500332,50,0.1
34,0.22808838,4.0926734e-05,1206.6274,0.3819505,50,0.1
35,0.7821045,0.00011139836,1446.1228,0.37819228,50,0.1
36,0.3671875,5.920787e-05,2338.4507,0.50651777,50,0.1
37,29.454224,0.0051945336,1653.9236,0.44573715,50,0.1
38,0.4005127,5.752351e-05,2002.8948,0.38329226,50,0.1
39,0.33355713,6.288678e-05,1129.6605,0.45080414,50,0.1
40,0.48754883,8.3956846e-05,1748.0685,0.76030266,50,0.1
41,18.223145,0.0028605694,1607.5469,0.34531993,50,0.1
42,3.086731,0.00051775645,2022.0608,0.5230075,50,0.1
43,1.0129395,0.00016291262,2391.409,0.49546254,50,0.1
44,0.48376465,6.671418e-05,717.4402,0.19343448,50,0.1
45,0.69641113,8.896248e-05,276.29395,0.058048934,50,0.1
46,0.18664551,3.0128856e-05,1034.1311,0.66090584,50,0.1
47,0.9857178,0.00014761303,1262.0637,0.47487655,50,0.1
48,0.33044434,5.9569076e-05,1006.2748,0.47027856,50,0.1
49,0.6010742,8.694947e-05,1525.1067,0.3910688,50,0.1
0,0.90405273,0.00014924929,2495.4512,0.36280268,50,1.0
1,0.80944824,0.000101012745,640.2832,0.09714672,50,1.0
2,1.6427002,0.00026111133,2474.6094,0.39597392,50,1.0
3,1.9335327,0.00035113076,2081.893,0.4834115,50,1.0
4,2.1983032,0.00042373003,1891.9209,0.38993964,50,1.0
5,2.0203857,0.00028192476,2247.0044,0.34941396,50,1.0
6,1.907959,0.00032959864,1152.9436,0.41838354,50,1.0
7,1.510437,0.00027180652,2327.8984,0.5024713,50,1.0
8,0.7435303,0.00014541257,925.91016,0.25226727,50,1.0
9,0.989624,0.00015220071,2904.999,0.5275455,50,1.0
10,1.6373291,0.0003073968,1896.3909,0.44877687,50,1.0
11,0.5187988,9.400959e-05,974.7096,0.5034731,50,1.0
12,1.2390137,0.00018811061,1564.8618,0.33013877,50,1.0
13,1.3945312,0.0002118788,1844.6943,0.4368578,50,1.0
14,0.8754883,0.0001480764,2443.836,0.43787813,50,1.0
15,0.97021484,0.0001302271,1365.2573,0.2857197,50,1.0
16,0.7388916,9.763901e-05,631.95996,0.15029633,50,1.0
17,1.4942627,0.00020629904,856.4487,0.16045211,50,1.0
18,1.0561523,0.00019560887,1029.1587,0.24552664,50,1.0
19,1.5770264,0.00022133232,1123.4714,0.405017,50,1.0
20,1.3707275,0.0002356484,3185.0728,0.44904816,50,1.0
21,4.128662,0.0006724028,2736.7236,0.381372,50,1.0
22,10.028809,0.001474969,2638.16,0.5176096,50,1.0
23,0.9029541,0.00014313354,2902.7227,0.391668,50,1.0
24,1.1121826,0.00015910894,1376.3738,0.4292092,50,1.0
25,0.6338501,0.000116331816,1790.8706,0.4344043,50,1.0
26,0.4020996,6.3253814e-05,978.18945,0.4182291,50,1.0
27,0.39282227,7.6056465e-05,2259.8882,0.35447633,50,1.0
28,1.6395264,0.00033063776,2377.2588,0.33232293,50,1.0
29,1.145874,0.00018698421,3371.6646,0.47121117,50,1.0
30,1.9342041,0.00034060242,1347.21,0.324161,50,1.0
31,0.9328003,0.00016700065,1067.7454,0.57984483,50,1.0
32,0.4272461,7.432549e-05,1284.9368,0.57565117,50,1.0
33,1.4807129,0.00021742196,1175.5845,0.43109897,50,1.0
34,0.927124,0.00016635726,1427.7185,0.44224748,50,1.0
35,1.5270996,0.00021751109,1605.5945,0.4137934,50,1.0
36,0.6055908,9.764968e-05,2639.141,0.56795394,50,1.0
37,1.572998,0.00027741323,1505.1289,0.40188646,50,1.0
38,0.78552246,0.00011282042,2447.2354,0.4629608,50,1.0
39,0.5965576,0.00011247125,1194.7745,0.46629393,50,1.0
40,0.9921875,0.0001708566,1911.697,0.8042242,50,1.0
41,1.338501,0.00021011055,1424.581,0.30176753,50,1.0
42,0.74438477,0.00012486025,2098.5557,0.53800464,50,1.0
43,1.1529541,0.00018543139,2677.248,0.54792583,50,1.0
44,0.74768066,0.00010310986,799.9829,0.21267256,50,1.0
45,1.15979,0.00014815644,327.5869,0.06794086,50,1.0
46,0.3203125,5.1705767e-05,1236.2782,0.7527552,50,1.0
47,1.4692383,0.00022002109,1419.0271,0.52825105,50,1.0
48,0.7227783,0.00013029497,972.02,0.4361307,50,1.0
49,1.1660156,0.00016867208,1893.2927,0.47837776,50,1.0
0,0.9133301,0.00015078088,2509.3652,0.3647735,50,10.0
1,0.8289795,0.0001034501,648.90137,0.09844315,50,10.0
2,1.6751709,0.00026627263,2485.3481,0.39762473,50,10.0
3,2.0007935,0.00036334535,2082.1597,0.48330504,50,10.0
4,2.2280273,0.00042945947,1898.7754,0.39127398,50,10.0
5,2.0305176,0.00028333854,2252.669,0.3502491,50,10.0
6,2.003601,0.00034612077,1152.093,0.41786107,50,10.0
7,1.6537476,0.00029759557,2338.6423,0.5046867,50,10.0
8,0.76031494,0.00014869515,918.87695,0.250263,50,10.0
9,1.0214844,0.00015710072,2922.6743,0.53052974,50,10.0
10,1.7928467,0.00033659412,1896.5815,0.4486299,50,10.0
11,0.5289917,9.58566e-05,978.6681,0.5049495,50,10.0
12,1.2744141,0.0001934852,1568.1362,0.33071393,50,10.0
13,1.4211426,0.000215922,1846.1636,0.43708837,50,10.0
14,0.9279785,0.00015695438,2453.587,0.4394542,50,10.0
15,0.9822998,0.0001318492,1371.9944,0.28698954,50,10.0
16,0.7520752,9.9381126e-05,637.43286,0.15149914,50,10.0
17,1.5263672,0.0002107314,856.01025,0.1603511,50,10.0
18,1.0566406,0.0001956993,993.7969,0.23695874,50,10.0
19,1.6126709,0.00022633495,1122.7478,0.4045276,50,10.0
20,1.388794,0.00023875429,3209.8535,0.4524338,50,10.0
21,4.345581,0.0007077307,2757.9238,0.38427812,50,10.0
22,10.547607,0.0015512704,2654.2632,0.5206936,50,10.0
23,0.90893555,0.0001440817,2911.838,0.39281523,50,10.0
24,1.1586914,0.00016576248,1377.1785,0.4292948,50,10.0
25,0.6652832,0.0001221008,1775.8267,0.43065733,50,10.0
26,0.40771484,6.413714e-05,978.7693,0.41827714,50,10.0
27,0.39587402,7.664733e-05,2267.4102,0.35555008,50,10.0
28,1.7695312,0.0003568554,2390.6406,0.3341754,50,10.0
29,1.1914062,0.00019441417,3390.417,0.4737773,50,10.0
30,2.00354,0.0003528121,1361.02,0.32739526,50,10.0
31,0.95581055,0.0001711202,1072.9465,0.58246696,50,10.0
32,0.43432617,7.5557175e-05,1288.8811,0.5769037,50,10.0
33,1.5373535,0.00022573884,1177.1746,0.4314499,50,10.0
34,1.010376,0.00018129547,1416.9946,0.43869227,50,10.0
35,1.5629883,0.00022262285,1613.6714,0.41573033,50,10.0
36,0.64697266,0.000104322375,2639.0283,0.56786895,50,10.0
37,1.6079102,0.00028357032,1505.7368,0.40198812,50,10.0
38,0.8170166,0.00011734375,2462.8486,0.46578377,50,10.0
39,0.60614014,0.00011427788,1199.8477,0.46802402,50,10.0
40,1.013916,0.00017459829,1914.2844,0.804563,50,10.0
41,1.3491211,0.00021177765,1426.7485,0.30212367,50,10.0
42,0.75946045,0.000127389,2104.5044,0.5394203,50,10.0
43,1.1595459,0.00018649157,2689.5444,0.5502789,50,10.0
44,0.76708984,0.0001057865,803.84595,0.2136278,50,10.0
45,1.1778564,0.00015046432,329.59277,0.06833511,50,10.0
46,0.3302002,5.330187e-05,1239.6755,0.7539929,50,10.0
47,1.4863281,0.00022258033,1422.7683,0.5295337,50,10.0
48,0.7357178,0.00013262757,973.8506,0.43644992,50,10.0
49,1.1960449,0.00017301601,1905.5017,0.48129842,50,10.0
0,0.9136963,0.00015084133,2509.505,0.36479327,50,100.0
1,0.8305664,0.000103648126,648.99023,0.09845652,50,100.0
2,1.675293,0.00026629205,2485.4595,0.3976418,50,100.0
3,2.0015259,0.00036347835,2082.1504,0.48330116,50,100.0
4,2.227539,0.00042936535,1898.8462,0.39128774,50,100.0
5,2.0300293,0.0002832704,2252.7275,0.35025775,50,100.0
6,2.0040894,0.0003462051,1152.085,0.41785598,50,100.0
7,1.6550903,0.00029783722,2338.755,0.50470996,50,100.0
8,0.76135254,0.00014889808,918.8335,0.25025025,50,100.0
9,1.0214844,0.00015710072,2922.8574,0.5305606,50,100.0
10,1.7954712,0.00033708685,1896.5769,0.44862682,50,100.0
11,0.52960205,9.59672e-05,978.7086,0.50496465,50,100.0
12,1.2744141,0.0001934852,1568.1719,0.33072025,50,100.0
13,1.420044,0.00021575509,1846.1787,0.43709087,50,100.0
14,0.9284668,0.00015703696,2453.6875,0.43947044,50,100.0
15,0.9835205,0.00013201304,1372.0625,0.28700238,50,100.0
16,0.75305176,9.951017e-05,637.4888,0.15151143,50,100.0
17,1.5263672,0.0002107314,856.00635,0.16035017,50,100.0
18,1.0566406,0.0001956993,993.5659,0.23690234,50,100.0
19,1.612915,0.00022636921,1122.7397,0.40452236,50,100.0
20,1.3883057,0.00023867036,3210.106,0.45246825,50,100.0
21,4.3479004,0.0007081084,2758.1401,0.38430777,50,100.0
22,10.55249,0.0015519884,2654.428,0.5207252,50,100.0
23,0.90844727,0.0001440043,2911.9336,0.39282727,50,100.0
24,1.1584473,0.00016572756,1377.1863,0.4292956,50,100.0
25,0.66589355,0.00012221282,1775.6257,0.43060765,50,100.0
26,0.40649414,6.394511e-05,978.7759,0.41827783,50,100.0
27,0.39733887,7.693095e-05,2267.4878,0.35556117,50,100.0
28,1.7718506,0.00035732312,2390.7788,0.33419457,50,100.0
29,1.1916504,0.00019445401,3390.6099,0.4738037,50,100.0
30,2.0039062,0.00035287658,1361.1455,0.32742456,50,100.0
31,0.95562744,0.00017108743,1073.0016,0.58249485,50,100.0
32,0.43536377,7.573768e-05,1288.9209,0.5769162,50,100.0
33,1.5377197,0.00022579261,1177.1904,0.43145335,50,100.0
34,1.0107422,0.00018136117,1416.7859,0.43862534,50,100.0
35,1.5638428,0.00022274457,1613.7527,0.41574976,50,100.0
36,0.64697266,0.000104322375,2639.0261,0.5678679,50,100.0
37,1.6082153,0.00028362413,1505.7422,0.40198895,50,100.0
38,0.8186035,0.00011757167,2463.0088,0.46581277,50,100.0
39,0.6068115,0.00011440446,1199.9025,0.46804282,50,100.0
40,1.0150146,0.00017478748,1914.312,0.804567,50,100.0
41,1.3481445,0.00021162434,1426.7705,0.3021273,50,100.0
42,0.76000977,0.00012748112,2104.5657,0.5394349,50,100.0
43,1.1601562,0.00018658974,2689.671,0.5503031,50,100.0
44,0.76708984,0.0001057865,803.88525,0.21363753,50,100.0
45,1.178833,0.00015058907,329.6123,0.06833895,50,100.0
46,0.33117676,5.3459506e-05,1239.7086,0.7540046,50,100.0
47,1.4874268,0.00022274484,1422.8066,0.52954686,50,100.0
48,0.7363281,0.0001327376,973.8705,0.43645367,50,100.0
49,1.1960449,0.00017301601,1905.6284,0.48132876,50,100.0
0,0.41760254,6.894164e-05,710.9121,0.07279837,100,0.1
1,0.6723633,8.390563e-05,215.98535,0.028484633,100,0.1
2,0.85498047,0.0001359013,955.3369,0.10991599,100,0.1
3,0.54663086,9.926851e-05,831.51514,0.18415459,100,0.1
4,14.872559,0.0028667336,710.96924,0.121111095,100,0.1
5,1.15979,0.00016183718,1192.9697,0.14025135,100,0.1
6,0.857666,0.00014816124,275.5996,0.103610665,100,0.1
7,0.4804077,8.645045e-05,1075.8315,0.2255293,100,0.1
8,10.209656,0.0019967072,597.61035,0.15266274,100,0.1
9,0.28466797,4.3780936e-05,1551.3916,0.21712534,100,0.1
10,1.4266357,0.00026784063,920.67334,0.22131597,100,0.1
11,0.22521973,4.0811225e-05,422.12024,0.22249383,100,0.1
12,0.6105957,9.2702394e-05,381.3296,0.06771916,100,0.1
13,0.71118164,0.00010805374,620.5288,0.12747838,100,0.1
14,0.56933594,9.629509e-05,825.4917,0.11008096,100,0.1
15,0.48669434,6.532655e-05,505.85645,0.118863314,100,0.1
16,0.38269043,5.0569684e-05,354.87036,0.09498669,100,0.1
17,0.9433594,0.00013024091,286.43848,0.045484103,100,0.1
18,71.44568,0.013232379,371.53027,0.08384139,100,0.1
19,0.7491455,0.000105140985,620.05273,0.2851962,100,0.1
20,0.8942261,0.00015373074,1189.1445,0.13549696,100,0.1
21,2.1831055,0.00035554526,1469.0586,0.15142852,100,0.1
22,2.1992188,0.00032344612,1071.1162,0.18143272,100,0.1
23,0.536499,8.50442e-05,1055.3271,0.105798475,100,0.1
24,0.4560547,6.524322e-05,802.5183,0.33770075,100,0.1
25,0.3505249,6.4332555e-05,390.62085,0.12498418,100,0.1
26,0.2298584,3.615875e-05,337.71582,0.13213262,100,0.1
27,0.41430664,8.021617e-05,642.74316,0.088665545,100,0.1
28,26.059753,0.0052553825,1045.1475,0.12016446,100,0.1
29,0.44067383,7.190934e-05,2152.3916,0.23911852,100,0.1
30,43.688538,0.0076933047,509.81592,0.09940344,100,0.1
31,0.39465332,7.0655384e-05,459.51782,0.38208693,100,0.1
32,0.2543335,4.4244905e-05,609.66864,0.5223769,100,0.1
33,0.50097656,7.3561394e-05,417.7378,0.18701556,100,0.1
34,0.30981445,5.5591147e-05,710.72595,0.30768734,100,0.1
35,0.76989746,0.00010965967,632.0652,0.19384542,100,0.1
36,0.3125,5.0389677e-05,1196.4636,0.2529713,100,0.1
37,1.3204346,0.00023287124,535.3208,0.14235267,100,0.1
38,0.41125488,5.906635e-05,1522.4785,0.24957532,100,0.1
39,0.3461914,6.526877e-05,367.20007,0.20125821,100,0.1
40,0.5175781,8.912795e-05,804.4705,0.64338267,100,0.1
41,0.6743164,0.00010585049,298.44336,0.053124312,100,0.1
42,0.40148926,6.734427e-05,741.43164,0.16408141,100,0.1
43,0.92126465,0.00014816842,1336.978,0.23153527,100,0.1
44,0.46411133,6.400386e-05,167.97046,0.04237485,100,0.1
45,0.6781006,8.662341e-05,122.401855,0.0260046,100,0.1
46,0.18945312,3.058207e-05,487.26538,0.45457578,100,0.1
47,0.97766113,0.00014640653,659.1218,0.2982694,100,0.1
48,0.3373413,6.081239e-05,475.62054,0.37709135,100,0.1
49,0.5834961,8.4406674e-05,1066.0652,0.3155801,100,0.1
0,0.85266113,0.00014076509,987.5537,0.10062535,100,1.0
1,0.8535156,0.00010651201,246.38135,0.03232726,100,1.0
2,1.5921631,0.00025307832,1016.19775,0.11626974,100,1.0
3,1.9345093,0.0003513081,1020.2803,0.22294344,100,1.0
4,2.1499634,0.00041441238,748.01904,0.12638165,100,1.0
5,1.5469971,0.00021586807,1313.4922,0.15369523,100,1.0
6,1.991394,0.000344012,318.85327,0.11760943,100,1.0
7,1.4898682,0.00026810513,1346.0515,0.279605,100,1.0
8,0.71362305,0.0001395636,244.13379,0.061632007,100,1.0
9,0.77246094,0.000118801785,1749.6738,0.24199297,100,1.0
10,1.812561,0.00034029534,882.66455,0.20888703,100,1.0
11,0.5701294,0.00010331101,501.03723,0.25302866,100,1.0
12,1.267334,0.00019241028,441.09814,0.077354826,100,1.0
13,1.3707275,0.00020826218,685.999,0.13947351,100,1.0
14,0.85894775,0.00014527881,985.7339,0.13001953,100,1.0
15,0.9493408,0.00012742527,580.97,0.13377516,100,1.0
16,0.74328613,9.8219716e-05,384.33276,0.100321144,100,1.0
17,1.7344971,0.00023946598,321.98584,0.05088383,100,1.0
18,0.9873657,0.00018286897,279.30078,0.06191517,100,1.0
19,1.555542,0.00021831703,681.5051,0.30537832,100,1.0
20,1.2763672,0.00021942647,2150.332,0.24316679,100,1.0
21,3.8833008,0.0006324427,1664.605,0.17085382,100,1.0
22,7.880127,0.0011589554,1301.2466,0.21927242,100,1.0
23,0.74194336,0.00011761061,1259.9893,0.12551461,100,1.0
24,1.2578125,0.00017994276,903.63245,0.37206572,100,1.0
