,v_e,r_v_e,m_e,r_m_e,t_sigma,s_sigma
25,0.776001,0.00014242105,420.01245,0.1323599,100,1.0
26,0.38171387,6.0046954e-05,388.08887,0.14894632,100,1.0
27,0.4025879,7.794724e-05,860.7998,0.11760491,100,1.0
28,1.505127,0.00030353386,960.3125,0.110115506,100,1.0
29,1.0334473,0.00016863836,2601.3848,0.28770915,100,1.0
30,1.6981812,0.0002990401,307.68604,0.05937859,100,1.0
31,0.9550781,0.00017098908,562.6157,0.45515895,100,1.0
32,0.45587158,7.9305304e-05,795.54474,0.63982666,100,1.0
33,1.545166,0.000226886,507.573,0.2216986,100,1.0
34,1.1433716,0.00020515936,855.6288,0.35964367,100,1.0
35,1.5494385,0.0002206929,808.06665,0.24360831,100,1.0
36,0.6298828,0.00010156669,1293.2954,0.2717193,100,1.0
37,1.7646484,0.0003112126,626.7202,0.16513714,100,1.0
38,0.7758789,0.00011143536,1934.772,0.31404415,100,1.0
39,0.5863037,0.00011053804,426.78113,0.22690012,100,1.0
40,1.0101929,0.00017395716,943.7434,0.7105048,100,1.0
41,1.3378906,0.00021001474,342.7373,0.06030518,100,1.0
42,0.7227173,0.00012122583,780.5867,0.17144102,100,1.0
43,1.1380615,0.0001830362,1560.9575,0.26756513,100,1.0
44,0.78466797,0.00010821064,252.23828,0.06280002,100,1.0
45,1.2050781,0.00015394173,169.15771,0.035470963,100,1.0
46,0.32800293,5.294718e-05,621.62946,0.5407673,100,1.0
47,1.4873047,0.00022272656,846.8882,0.3783407,100,1.0
48,0.7167969,0.0001292167,600.3543,0.44461432,100,1.0
49,1.204834,0.00017428742,1432.4719,0.41690034,100,1.0
0,0.8763428,0.00014467468,999.626,0.10184526,100,10.0
1,0.8696289,0.00010852282,248.65088,0.032621846,100,10.0
2,1.6292725,0.00025897697,1020.41943,0.11673859,100,10.0
3,2.026245,0.00036796738,1024.3906,0.22376822,100,10.0
4,2.1726074,0.00041877708,755.43115,0.127613,100,10.0
5,1.5610352,0.00021782694,1316.5361,0.1540363,100,10.0
6,2.08667,0.00036047085,320.45142,0.11813745,100,10.0
7,1.6286621,0.0002930814,1354.1946,0.2812409,100,10.0
8,0.7246094,0.0001417122,239.60596,0.060469236,100,10.0
9,0.80114746,0.00012321367,1757.9443,0.24305812,100,10.0
10,1.9821777,0.00037213965,882.1521,0.20867637,100,10.0
11,0.5817261,0.0001054124,503.2577,0.2538707,100,10.0
12,1.3017578,0.0001976366,442.83936,0.07763761,100,10.0
13,1.3990479,0.00021256504,687.29297,0.1397044,100,10.0
14,0.9083252,0.0001536303,991.81445,0.13078408,100,10.0
15,0.9609375,0.00012898183,583.8511,0.1343664,100,10.0
16,0.7562256,9.9929566e-05,386.35938,0.10077802,100,10.0
17,1.7790527,0.00024561735,323.31934,0.051089495,100,10.0
18,0.9956665,0.00018440635,284.2461,0.06297894,100,10.0
19,1.5931396,0.00022359377,682.292,0.30551642,100,10.0
20,1.2989502,0.00022330882,2172.713,0.2456506,100,10.0
21,4.1000977,0.0006677507,1675.1592,0.1719212,100,10.0
22,8.401367,0.0012356159,1306.9004,0.22019774,100,10.0
23,0.74780273,0.00011853942,1267.6025,0.12625338,100,10.0
24,1.3270264,0.0001898445,904.65625,0.37229803,100,10.0
25,0.85632324,0.00015716277,465.85278,0.14676242,100,10.0
26,0.38708496,6.0891874e-05,388.98657,0.14922684,100,10.0
27,0.40698242,7.879809e-05,870.66455,0.11892172,100,10.0
28,1.6293945,0.0003285945,974.96533,0.1117907,100,10.0
29,1.0700684,0.00017461421,2614.5078,0.28913414,100,10.0
30,1.7734375,0.00031229234,308.67676,0.05955685,100,10.0
31,0.9805298,0.00017554573,566.36804,0.45795757,100,10.0
32,0.46844482,8.1492595e-05,798.61676,0.6412705,100,10.0
33,1.5895996,0.00023341045,510.40247,0.22279163,100,10.0
34,1.2545776,0.00022511347,857.2256,0.36005494,100,10.0
35,1.5881348,0.00022620457,814.59424,0.24547629,100,10.0
36,0.6888428,0.00011107381,1293.9526,0.27182898,100,10.0
37,1.8018799,0.00031777873,627.7158,0.16537488,100,10.0
38,0.80944824,0.00011625675,1947.7109,0.31606826,100,10.0
39,0.5957031,0.00011231015,428.3114,0.2275482,100,10.0
40,1.0307007,0.00017748863,947.6753,0.7122774,100,10.0
41,1.3525391,0.00021231417,344.74658,0.060641542,100,10.0
42,0.73828125,0.00012383646,781.54297,0.17162123,100,10.0
43,1.1433105,0.0001838804,1567.165,0.2685623,100,10.0
44,0.8105469,0.0001117795,254.80786,0.06341983,100,10.0
45,1.2249756,0.00015648351,170.5625,0.03575403,100,10.0
46,0.33825684,5.4602395e-05,624.8649,0.54272753,100,10.0
47,1.5053711,0.00022543204,850.82153,0.38000304,100,10.0
48,0.72821045,0.00013127422,606.3316,0.44818994,100,10.0
49,1.2333984,0.00017841946,1442.1498,0.41955203,100,10.0
0,0.87683105,0.00014475528,999.7529,0.10185808,100,100.0
1,0.8701172,0.00010858375,248.6748,0.03262495,100,100.0
2,1.630127,0.0002591128,1020.4634,0.116743475,100,100.0
3,2.0258179,0.0003678898,1024.4321,0.22377656,100,100.0
4,2.1727295,0.00041880063,755.5078,0.12762573,100,100.0
5,1.5605469,0.0002177588,1316.5669,0.15403973,100,100.0
6,2.0871582,0.0003605552,320.46802,0.11814295,100,100.0
7,1.6309204,0.0002934878,1354.2788,0.28125784,100,100.0
8,0.7258301,0.00014195094,239.57959,0.060462378,100,100.0
9,0.80114746,0.00012321367,1758.0293,0.24306905,100,100.0
10,1.9841919,0.0003725178,882.14526,0.20867385,100,100.0
11,0.5819702,0.000105456646,503.28064,0.25387943,100,100.0
12,1.3027344,0.00019778487,442.85742,0.07764055,100,100.0
13,1.399292,0.00021260213,687.3081,0.13970713,100,100.0
14,0.9086914,0.00015369224,991.87695,0.13079193,100,100.0
15,0.96203613,0.0001291293,583.8806,0.13437247,100,100.0
16,0.756958,0.00010002635,386.38086,0.100782886,100,100.0
17,1.7802734,0.0002457859,323.33496,0.05109191,100,100.0
18,0.99658203,0.00018457591,284.29248,0.062988885,100,100.0
19,1.5938721,0.00022369657,682.30005,0.30551782,100,100.0
20,1.3000488,0.00022349769,2172.9414,0.24567595,100,100.0
21,4.102173,0.00066808873,1675.2666,0.17193206,100,100.0
22,8.407227,0.0012364776,1306.9595,0.22020741,100,100.0
23,0.7475586,0.00011850072,1267.6807,0.12626097,100,100.0
24,1.3265381,0.00018977464,904.66675,0.37230042,100,100.0
25,0.8583374,0.00015753243,466.00537,0.14681005,100,100.0
26,0.38708496,6.0891874e-05,388.9961,0.14922982,100,100.0
27,0.40802002,7.8998986e-05,870.76514,0.11893516,100,100.0
28,1.630249,0.00032876682,975.1211,0.11180852,100,100.0
29,1.0708008,0.00017473372,2614.6426,0.28914875,100,100.0
30,1.774292,0.0003124428,308.68652,0.0595586,100,100.0
31,0.9805908,0.00017555666,566.4071,0.4579868,100,100.0
32,0.46759033,8.134395e-05,798.6478,0.641285,100,100.0
33,1.5900879,0.00023348215,510.43115,0.22280271,100,100.0
34,1.2557983,0.00022533251,857.2252,0.36005214,100,100.0
35,1.5883789,0.00022623935,814.6621,0.24549574,100,100.0
36,0.689209,0.00011113285,1293.9587,0.27183,100,100.0
37,1.802002,0.00031780027,627.7256,0.16537718,100,100.0
38,0.8092041,0.00011622168,1947.8418,0.3160887,100,100.0
39,0.5963135,0.000112425216,428.32788,0.22755526,100,100.0
40,1.0313721,0.00017760425,947.71564,0.71229553,100,100.0
41,1.3530273,0.00021239082,344.7661,0.060644805,100,100.0
42,0.7384033,0.00012385695,781.55225,0.17162298,100,100.0
43,1.1429443,0.00018382151,1567.2275,0.26857236,100,100.0
44,0.80944824,0.00011162799,254.83423,0.06342619,100,100.0
45,1.2254639,0.0001565459,170.57568,0.035756677,100,100.0
46,0.33825684,5.4602395e-05,624.8978,0.5427474,100,100.0
47,1.5056152,0.00022546861,850.8618,0.38002008,100,100.0
48,0.7283325,0.00013129623,606.3939,0.44822735,100,100.0
49,1.2330322,0.00017836649,1442.2491,0.41957924,100,100.0
0,0.45495605,7.51083e-05,2128.2314,0.16908011,200,0.1
1,0.6196289,7.7324796e-05,535.71924,0.07666473,200,0.1
2,0.8208008,0.00013046835,2201.0352,0.19805442,200,0.1
3,0.81695557,0.00014835964,830.8972,0.19602856,200,0.1
4,26.544067,0.005116455,863.2202,0.13815771,200,0.1
5,0.7969971,0.00011121302,2390.0283,0.22745554,200,0.1
6,0.8410034,0.00014528279,370.8645,0.12500182,200,0.1
7,10.009949,0.0018013128,1000.66797,0.23786774,200,0.1
8,84.53815,0.016533166,462.26465,0.11824156,200,0.1
9,0.23852539,3.668437e-05,2346.957,0.27956823,200,0.1
10,3.6430664,0.0006839596,436.88184,0.122590765,200,0.1
11,0.2687378,4.869697e-05,489.79858,0.24386884,200,0.1
12,0.5864258,8.9032845e-05,699.63525,0.10036013,200,0.1
13,0.6092529,9.256715e-05,679.5073,0.11472132,200,0.1
14,0.5227661,8.841846e-05,1606.2251,0.17275365,200,0.1
15,0.49475098,6.640795e-05,245.5918,0.092500955,200,0.1
16,0.36828613,4.8666265e-05,230.98071,0.09644476,200,0.1
17,0.9855957,0.00013607209,773.083,0.10272915,200,0.1
18,19.418274,0.003596438,446.68457,0.09175452,200,0.1
19,0.71691895,0.000100618054,315.96606,0.1988606,200,0.1
20,0.87609863,0.00015061436,2638.0137,0.2873375,200,0.1
21,2.1323242,0.0003472749,3025.6387,0.26339522,200,0.1
22,2.4320068,0.00035768302,1417.8755,0.22147505,200,0.1
23,0.50756836,8.0458194e-05,2591.1826,0.20914668,200,0.1
24,0.46923828,6.7129266e-05,745.22156,0.3808695,200,0.1
25,0.48510742,8.9032765e-05,231.45105,0.14820343,200,0.1
26,0.21643066,3.404645e-05,381.28247,0.11781146,200,0.1
27,0.4066162,7.8727186e-05,1054.4951,0.15444101,200,0.1
28,3.111084,0.0006274018,1248.0381,0.14270389,200,0.1
29,0.45947266,7.497694e-05,3222.5205,0.32733768,200,0.1
30,2.7474365,0.00048380808,633.23047,0.09661439,200,0.1
31,0.41455078,7.4217656e-05,306.9347,0.3416669,200,0.1
32,0.29125977,5.066875e-05,480.43942,0.77424604,200,0.1
33,0.5246582,7.703871e-05,298.6975,0.13619527,200,0.1
34,0.30841064,5.5339253e-05,227.47961,0.19641995,200,0.1
35,0.8132324,0.000115832045,664.47266,0.2923795,200,0.1
36,0.2878418,4.6413617e-05,1068.0356,0.20703377,200,0.1
37,1.1101074,0.00019577805,577.91943,0.13432933,200,0.1
38,0.48815918,7.011171e-05,2275.8677,0.36263385,200,0.1
39,0.28894043,5.4475026e-05,267.17163,0.24244955,200,0.1
40,0.5158081,8.8823144e-05,360.7669,0.5532078,200,0.1
41,0.7418213,0.000116447045,644.1084,0.091022655,200,0.1
42,0.3557129,5.966592e-05,1025.5591,0.18470263,200,0.1
43,0.8112793,0.00013047931,2009.4663,0.30388308,200,0.1
44,0.44091797,6.0805356e-05,282.81982,0.071313955,200,0.1
45,0.65270996,8.3379906e-05,235.3501,0.07064379,200,0.1
46,0.20458984,3.302548e-05,334.3835,0.4053798,200,0.1
47,0.99035645,0.00014830766,935.57153,0.5501057,200,0.1
48,0.34399414,6.201169e-05,338.2245,0.45605296,200,0.1
49,0.5574951,8.0645455e-05,1297.0525,0.49114218,200,0.1
0,0.81848145,0.00013512239,2218.6768,0.17558673,200,1.0
1,0.90075684,0.00011240734,569.9414,0.08111,200,1.0
2,1.6318359,0.00025938443,2254.8164,0.20201254,200,1.0
3,2.156128,0.00039155417,1016.3867,0.23638265,200,1.0
4,2.494812,0.00048088306,1077.9238,0.17119628,200,1.0
5,1.4219971,0.00019842557,2457.3203,0.23296961,200,1.0
6,2.0437622,0.00035305857,424.15747,0.14054075,200,1.0
7,1.600708,0.000288051,1208.9377,0.28440967,200,1.0
8,80.98779,0.015838822,686.5154,0.17353483,200,1.0
9,0.7766113,0.000119440105,2456.7397,0.28970784,200,1.0
10,2.052124,0.00038527156,447.84814,0.12339775,200,1.0
11,0.5909424,0.00010708246,571.4138,0.27322224,200,1.0
12,1.2272949,0.00018633144,756.85547,0.10747013,200,1.0
13,1.3988037,0.00021252794,735.88574,0.12318379,200,1.0
14,0.9038086,0.00015286639,1725.5483,0.18395536,200,1.0
15,0.9560547,0.00012832644,325.6272,0.118750155,200,1.0
16,0.7624512,0.00010075223,302.3457,0.1214251,200,1.0
17,1.8557129,0.00025620114,785.96094,0.10402144,200,1.0
18,1.0570068,0.00019576712,521.9331,0.10548506,200,1.0
19,1.5418701,0.0002163982,374.09363,0.22721502,200,1.0
20,1.3659668,0.00023482996,2959.0854,0.3199789,200,1.0
21,4.130615,0.0006727209,3112.1055,0.2699466,200,1.0
22,8.968506,0.0013190268,1449.2075,0.22528785,200,1.0
23,0.7203369,0.00011418562,2698.8623,0.21672365,200,1.0
24,1.3085938,0.00018720752,805.25415,0.4008425,200,1.0
25,1.2793579,0.00023480318,463.86438,0.2881843,200,1.0
26,0.3955078,6.221686e-05,429.22607,0.13062045,200,1.0
27,0.44384766,8.593577e-05,1223.9717,0.17743441,200,1.0
28,1.7398682,0.00035087334,1321.4004,0.15069063,200,1.0
29,1.0240479,0.00016710456,3341.1953,0.3380068,200,1.0
30,1.7347412,0.00030547814,667.5967,0.10104054,200,1.0
31,1.0057373,0.00018005868,353.17145,0.37902957,200,1.0
32,0.49536133,8.61751e-05,575.9785,0.82660985,200,1.0
33,1.6015625,0.00023516703,354.6853,0.15771338,200,1.0
34,1.2687378,0.00022765428,273.76556,0.22305718,200,1.0
35,1.4667969,0.00020892192,754.0321,0.32375163,200,1.0
36,0.6154785,9.924404e-05,1088.5864,0.20979604,200,1.0
37,1.7874756,0.0003152384,612.6526,0.14126566,200,1.0
38,0.8763428,0.00012586445,2436.415,0.38450554,200,1.0
39,0.5604248,0.00010565899,333.7201,0.28809547,200,1.0
40,1.0130615,0.00017445114,437.15854,0.5988214,200,1.0
41,1.3413086,0.00021055127,691.95557,0.096886724,200,1.0
42,0.73876953,0.00012391838,1057.4761,0.18927787,200,1.0
43,1.1184082,0.00017987532,2093.065,0.31370115,200,1.0
44,0.76049805,0.00010487745,329.78296,0.08206712,200,1.0
45,1.1838379,0.0001512284,285.32666,0.08408086,200,1.0
46,0.32312012,5.215898e-05,419.35788,0.4646704,200,1.0
47,1.487793,0.00022279969,1005.92334,0.58168745,200,1.0
48,0.6975708,0.00012575083,440.84308,0.5307347,200,1.0
49,1.1313477,0.00016365713,1482.8127,0.5494375,200,1.0
0,0.8409424,0.00013883045,2220.6895,0.17573236,200,10.0
1,0.91638184,0.000114357215,570.9824,0.08124951,200,10.0
2,1.6757812,0.00026636967,2256.4082,0.2021359,200,10.0
3,2.274475,0.0004130461,1020.2031,0.23718749,200,10.0
4,2.5396118,0.0004895184,1079.7759,0.17146392,200,10.0
5,1.4389648,0.00020079325,2458.838,0.23309496,200,10.0
6,2.1517334,0.0003717105,425.6211,0.14095984,200,10.0
7,1.7434692,0.0003137412,1213.4824,0.28541493,200,10.0
8,0.8845825,0.00017299823,378.46802,0.095636524,200,10.0
9,0.80908203,0.00012443398,2459.9424,0.29000542,200,10.0
10,2.249878,0.00042239844,449.0464,0.12366624,200,10.0
11,0.60095215,0.00010889629,573.5574,0.27396172,200,10.0
12,1.262085,0.00019161336,758.3003,0.107649945,200,10.0
13,1.4295654,0.00021720174,737.1763,0.12337641,200,10.0
14,0.9536133,0.00016129014,1728.706,0.18424931,200,10.0
15,0.96728516,0.00012983385,328.00586,0.119515985,200,10.0
16,0.7774658,0.0001027363,304.63867,0.12221141,200,10.0
17,1.9060059,0.0002631446,786.1968,0.10404402,200,10.0
18,1.0684204,0.00019788102,524.83154,0.106020965,200,10.0
19,1.5838623,0.00022229172,375.55505,0.22788578,200,10.0
20,1.3840332,0.00023793585,2964.6729,0.3205244,200,10.0
21,4.366699,0.00071117,3114.3164,0.27011728,200,10.0
22,9.484131,0.0013948614,1450.9126,0.22552702,200,10.0
23,0.7290039,0.00011555949,2701.5605,0.21691312,200,10.0
24,1.3820801,0.0001977205,806.4249,0.40117872,200,10.0
25,1.3977051,0.0002565237,469.31262,0.29139957,200,10.0
26,0.40075684,6.304258e-05,430.3181,0.13090825,200,10.0
27,0.44812012,8.676298e-05,1227.874,0.17795102,200,10.0
28,1.87854,0.00037883883,1323.3652,0.15090801,200,10.0
29,1.0620117,0.00017329952,3344.1113,0.33827353,200,10.0
30,1.8110352,0.00031891308,668.72754,0.101194456,200,10.0
31,1.0296631,0.00018434215,354.26184,0.3799388,200,10.0
32,0.508667,8.848981e-05,578.25287,0.82750946,200,10.0
33,1.6459961,0.00024169148,356.187,0.15827784,200,10.0
34,1.3821411,0.00024800265,275.0207,0.22376665,200,10.0
35,1.4969482,0.0002132165,756.0469,0.32442862,200,10.0
36,0.673584,0.00010861337,1088.7759,0.20981246,200,10.0
37,1.8270264,0.00032221354,613.30566,0.14139783,200,10.0
38,0.9154053,0.0001314748,2441.775,0.3852612,200,10.0
39,0.57214355,0.00010786837,335.4077,0.2892108,200,10.0
40,1.034668,0.00017817182,439.24307,0.599857,200,10.0
41,1.355957,0.0002128507,693.1924,0.09703803,200,10.0
42,0.75561523,0.00012674401,1058.168,0.18937491,200,10.0
43,1.1226807,0.00018056248,2094.959,0.31391668,200,10.0
44,0.78601074,0.00010839581,330.9485,0.08233128,200,10.0
45,1.2039795,0.00015380139,286.73804,0.08445857,200,10.0
46,0.33410645,5.3932425e-05,421.30072,0.46588892,200,10.0
47,1.5064697,0.00022559657,1007.1505,0.58220905,200,10.0
48,0.7092285,0.00012785236,443.67316,0.532498,200,10.0
49,1.1623535,0.00016814233,1486.1073,0.550383,200,10.0
0,0.84143066,0.00013891105,2220.709,0.17573376,200,100.0
1,0.91711426,0.000114448616,570.99316,0.08125096,200,100.0
2,1.6750488,0.00026625322,2256.4258,0.20213726,200,100.0
3,2.2751465,0.00041316802,1020.2417,0.2371956,200,100.0
4,2.539856,0.0004895654,1079.7954,0.17146675,200,100.0
5,1.4385986,0.00020074214,2458.854,0.23309629,200,100.0
6,2.1533203,0.00037198464,425.636,0.1409641,200,100.0
7,1.744812,0.00031398283,1213.5283,0.2854251,200,100.0
8,0.8834839,0.00017278337,378.5913,0.095667355,200,100.0
9,0.8095703,0.00012450908,2459.9756,0.29000852,200,100.0
10,2.251648,0.00042273075,449.05884,0.12366903,200,100.0
11,0.6005249,0.000108818866,573.5791,0.2739692,200,100.0
12,1.2624512,0.00019166895,758.3135,0.10765156,200,100.0
13,1.4315186,0.00021749848,737.18994,0.12337845,200,100.0
14,0.95544434,0.00016159983,1728.7393,0.18425241,200,100.0
15,0.9678955,0.00012991577,328.03027,0.119523816,200,100.0
16,0.7774658,0.0001027363,304.66284,0.122219734,200,100.0
17,1.9052734,0.0002630435,786.1992,0.10404425,200,100.0
18,1.0679321,0.00019779059,524.8594,0.10602609,200,100.0
19,1.5836182,0.00022225745,375.5702,0.22789279,200,100.0
20,1.3839111,0.00023791486,2964.728,0.32052976,200,100.0
21,4.369873,0.0007116869,3114.3389,0.270119,200,100.0
22,9.488281,0.0013954719,1450.9297,0.2255294,200,100.0
23,0.7286377,0.00011550144,2701.5898,0.21691519,200,100.0
24,1.3825684,0.00019779034,806.43665,0.401182,200,100.0
25,1.3995361,0.00025685976,469.36194,0.29142848,200,100.0
26,0.39916992,6.279295e-05,430.3291,0.13091114,200,100.0
27,0.4486084,8.685752e-05,1227.9146,0.17795637,200,100.0
28,1.8793945,0.00037901115,1323.3853,0.15091023,200,100.0
29,1.0626221,0.00017339911,3344.1401,0.33827615,200,100.0
30,1.8110352,0.00031891308,668.7383,0.10119591,200,100.0
31,1.0303955,0.00018447326,354.2729,0.37994808,200,100.0
32,0.508667,8.848981e-05,578.276,0.82751846,200,100.0
33,1.6479492,0.00024197827,356.2025,0.15828367,200,100.0
34,1.3829346,0.00024814502,275.03296,0.22377345,200,100.0
35,1.4975586,0.00021330344,756.0681,0.32443586,200,100.0
36,0.67407227,0.000108692104,1088.7778,0.20981264,200,100.0
37,1.8278809,0.00032236424,613.312,0.1413991,200,100.0
38,0.91638184,0.00013161504,2441.8293,0.3852689,200,100.0
39,0.5718384,0.00010781084,335.42603,0.2892231,200,100.0
40,1.0343628,0.00017811925,439.26447,0.5998677,200,100.0
41,1.3560791,0.00021286987,693.2036,0.09703938,200,100.0
42,0.75634766,0.00012686686,1058.1753,0.18937595,200,100.0
43,1.1226807,0.00018056248,2094.978,0.31391886,200,100.0
44,0.7858887,0.000108378976,330.95996,0.08233387,200,100.0
45,1.2047119,0.00015389494,286.7527,0.084462486,200,100.0
46,0.335083,5.4090066e-05,421.32037,0.4659012,200,100.0
47,1.5059814,0.00022552344,1007.1631,0.5822144,200,100.0
48,0.7092285,0.00012785236,443.70215,0.53251606,200,100.0
49,1.1617432,0.00016805404,1486.1406,0.55039245,200,100.0
0,0.47961426,7.91791e-05,3455.9512,0.25212306,300,0.1
1,0.54797363,6.838278e-05,1906.1914,0.30642617,300,0.1
2,0.86328125,0.00013722073,3358.2402,0.27738914,300,0.1
3,4.8709106,0.0008845604,1222.7849,0.30521446,300,0.1
4,52.566895,0.0101324385,1361.6318,0.22246207,300,0.1
5,0.8647461,0.00012066672,3819.2065,0.33759126,300,0.1
6,0.8453369,0.0001460314,669.2988,0.20969827,300,0.1
7,36.5047,0.0065691024,1187.1062,0.30960274,300,0.1
8,185.61517,0.03630085,1139.1289,0.29566178,300,0.1
9,0.24230957,3.7266364e-05,3097.2515,0.35318756,300,0.1
10,15.827637,0.0029715253,742.12964,0.22698207,300,0.1
11,0.69073486,0.00012516548,755.1061,0.38102168,300,0.1
12,0.57214355,8.686448e-05,1420.4248,0.18303533,300,0.1
13,0.6143799,9.334611e-05,1290.8291,0.19826438,300,0.1
14,0.4882202,8.257551e-05,2518.8877,0.25103602,300,0.1
15,0.5202637,6.983239e-05,759.17456,0.4277417,300,0.1
16,0.3668213,4.8472695e-05,760.70386,0.49661136,300,0.1
17,1.0550537,0.00014566151,1781.2627,0.21788223,300,0.1
18,18.458008,0.0034185883,896.0659,0.17270191,300,0.1
19,0.7213135,0.00010123482,542.9791,0.42005336,300,0.1
20,0.88342285,0.0001518735,3319.9,0.36902955,300,0.1
21,2.0529785,0.00033435252,3988.35,0.33335716,300,0.1
22,2.8562012,0.00042007063,2095.4966,0.31929392,300,0.1
23,0.51708984,8.196751e-05,3865.9727,0.289084,300,0.1
24,0.47729492,6.828185e-05,1055.6796,0.57416534,300,0.1
25,16.775757,0.003078889,347.98315,0.3613069,300,0.1
26,0.22290039,3.5064193e-05,663.4304,0.18242542,300,0.1
27,47.0354,0.00910678,1559.5195,0.2488939,300,0.1
28,25.059814,0.0050537284,2069.581,0.24797244,300,0.1
29,0.45629883,7.4459036e-05,3890.4297,0.38936946,300,0.1
30,0.6533203,0.00011504602,1296.4609,0.17839395,300,0.1
31,0.47613525,8.524321e-05,401.7943,0.47922957,300,0.1
32,0.29223633,5.083864e-05,482.2287,1.0322936,300,0.1
33,0.52563477,7.718211e-05,544.29663,0.23569453,300,0.1
34,0.30804443,5.5273544e-05,200.30756,0.27423725,300,0.1
35,0.87475586,0.00012459508,1048.7281,0.57287276,300,0.1
36,0.28100586,4.5311343e-05,1464.064,0.2621208,300,0.1
37,1.1516113,0.00020309766,996.01953,0.21129833,300,0.1
38,0.5548096,7.9684345e-05,2983.7717,0.48241356,300,0.1
39,0.2993164,5.6431247e-05,537.8189,0.7199584,300,0.1
40,0.50842285,8.7551394e-05,375.53745,0.6608105,300,0.1
41,0.697876,0.000109548746,1296.1182,0.16193098,300,0.1
42,0.36975098,6.202061e-05,1563.2896,0.25876898,300,0.1
43,0.7886963,0.00012684724,2536.9248,0.36996335,300,0.1
44,0.45336914,6.252245e-05,869.98486,0.22371317,300,0.1
45,0.5777588,7.380533e-05,1084.6604,0.47320563,300,0.1
46,0.20727539,3.345899e-05,362.16812,0.4535439,300,0.1
47,0.9971924,0.00014933136,1013.907,0.70526046,300,0.1
48,2.1705322,0.00039128104,412.63727,0.69539315,300,0.1
49,0.5637207,8.154603e-05,1612.9758,0.69836515,300,0.1
0,0.8060303,0.00013306685,3478.7627,0.2528893,300,1.0
1,0.9248047,0.00011540832,1939.9272,0.30990878,300,1.0
2,1.7138672,0.0002724235,3405.246,0.2801499,300,1.0
3,2.4887695,0.0004519621,1357.8618,0.33383924,300,1.0
4,2.798462,0.00053941255,1828.855,0.2964551,300,1.0
5,1.5185547,0.00021189921,3871.505,0.34100413,300,1.0
6,2.0653076,0.0003567805,715.7859,0.22072473,300,1.0
7,1.7501831,0.00031494937,1441.7825,0.3717702,300,1.0
8,122.06641,0.023872586,1445.292,0.37064624,300,1.0
9,0.8359375,0.00012856426,3187.5854,0.3599941,300,1.0
10,2.182495,0.0004097478,778.7058,0.2334869,300,1.0
11,0.5986328,0.00010847601,836.30334,0.40504244,300,1.0
12,1.2453613,0.00018907433,1486.5488,0.1898139,300,1.0
13,1.447876,0.00021998376,1342.0635,0.20453867,300,1.0
14,0.98187256,0.00016606979,2606.0674,0.25760698,300,1.0
15,0.9659424,0.00012965362,837.1426,0.4496066,300,1.0
16,0.7750244,0.000102413695,841.32764,0.5171631,300,1.0
17,1.9248047,0.00026574,1804.1436,0.21986586,300,1.0
18,1.2061768,0.00022339473,981.43604,0.18629476,300,1.0
19,1.5726318,0.00022071555,598.82764,0.4435132,300,1.0
20,1.3999023,0.00024066398,3384.5142,0.37343642,300,1.0
21,4.2924805,0.0006990826,4028.7217,0.3355668,300,1.0
22,10.585449,0.0015568358,2122.5317,0.32190606,300,1.0
23,0.72961426,0.000115656236,3927.873,0.29232016,300,1.0
24,1.3105469,0.00018748695,1107.8558,0.5858865,300,1.0
25,1.5528564,0.00028499894,529.5617,0.5237885,300,1.0
26,0.41137695,6.471322e-05,711.4866,0.19300318,300,1.0
27,0.4888916,9.465697e-05,1875.6392,0.29602206,300,1.0
28,2.1359863,0.00043075715,2268.0728,0.27099824,300,1.0
29,1.0373535,0.00016927578,3904.7197,0.38922748,300,1.0
30,1.8893433,0.00033270268,1348.5469,0.18421724,300,1.0
31,1.0227661,0.00018310736,431.9619,0.49545407,300,1.0
32,0.4968872,8.644055e-05,559.44543,1.0295022,300,1.0
33,1.6381836,0.00024054432,596.1741,0.25207165,300,1.0
34,1.3292847,0.00023851843,249.92444,0.3125533,300,1.0
35,1.475708,0.00021019117,1094.954,0.58024484,300,1.0
36,0.6184082,9.9716446e-05,1483.4844,0.26417732,300,1.0
37,1.8292847,0.00032261183,1030.1951,0.21695481,300,1.0
38,0.9779053,0.00014045133,3052.2808,0.48870572,300,1.0
39,0.5517578,0.00010402497,594.1089,0.73948187,300,1.0
40,1.0162354,0.00017499768,425.64886,0.65870184,300,1.0
41,1.315918,0.0002065656,1348.9336,0.16716051,300,1.0
42,0.7442627,0.00012483977,1590.5859,0.26179615,300,1.0
43,1.1068115,0.00017801022,2582.48,0.37336537,300,1.0
44,0.77441406,0.00010679656,915.0298,0.23215543,300,1.0
45,1.1636963,0.00014865544,1134.4641,0.48190385,300,1.0
46,0.32128906,5.1863408e-05,425.62897,0.485795,300,1.0
47,1.4779053,0.00022131899,1043.3282,0.7115663,300,1.0
48,0.69799805,0.00012582785,514.7132,0.7542904,300,1.0
49,1.1225586,0.00016238572,1689.7454,0.7137139,300,1.0
0,0.8255615,0.00013629124,3479.3008,0.25291038,300,10.0
1,0.9399414,0.00011729726,1940.7441,0.3100023,300,10.0
2,1.7574463,0.00027935053,3406.4307,0.28022286,300,10.0
3,2.628357,0.00047731126,1359.3137,0.334073,300,10.0
4,2.758545,0.0005317184,1830.4858,0.29667267,300,10.0
